carat,cut,color,clarity,depth,table,price
0.7,Ideal,G,SI1,61.6,55.0,3145
0.5,Ideal,F,VS2,62.7,57.0,1436
1.01,Premium,F,VS1,61.2,59.0,7982
1.21,Ideal,I,VS1,62.2,54.5,6418
0.56,Ideal,H,IF,61.3,55.0,2157
0.51,Ideal,G,VS2,61.9,55.0,1450
0.71,Premium,G,SI1,62.5,58.0,2613
1.09,Premium,G,SI1,61.8,59.0,4322
0.71,Good,E,VS1,59.4,61.0,3464
1.01,Ideal,G,VS2,62.1,57.0,6734
0.32,Ideal,G,VS1,62.3,55.0,645
1.09,Premium,G,VS2,59.7,58.0,6592
0.48,Premium,F,VS2,60.1,59.0,1294
0.8,Premium,D,SI1,62.9,60.0,3441
0.35,Ideal,J,VVS1,62.1,53.0,540
0.51,Premium,G,VVS1,60.1,56.0,2111
0.71,Premium,H,VS2,62.8,56.0,2531
0.77,Very Good,F,VVS1,61.1,57.0,4304
0.3,Premium,H,VVS1,61.8,58.0,684
0.6,Premium,F,VVS2,61.3,59.0,2350
0.72,Premium,H,SI1,62.7,59.0,2277
1.01,Very Good,H,SI1,59.8,61.0,4680
0.31,Ideal,E,SI2,61.7,56.0,558
0.71,Very Good,J,VS2,62.3,57.0,1930
1.02,Ideal,G,VVS1,61.5,57.0,8317
0.53,Very Good,H,VS1,63.3,56.0,1561
0.63,Ideal,G,VS2,61.9,58.0,2320
1.06,Ideal,D,SI1,62.7,54.0,6055
0.5,Ideal,F,SI1,62.7,57.0,1282
0.42,Premium,D,SI2,62.1,59.0,898
0.26,Very Good,F,SI1,59.6,55.0,590
0.31,Ideal,H,VS2,61.2,59.0,515
0.53,Ideal,F,VS1,61.7,56.0,1630
1.25,Premium,I,VS1,60.4,59.0,6545
0.53,Premium,I,VS1,62.3,58.0,1286
1.15,Very Good,G,SI1,62.2,59.0,5587
0.38,Ideal,H,IF,60.0,60.0,1064
1.16,Premium,H,SI1,61.9,59.0,5091
0.41,Premium,F,VVS2,60.3,58.0,1192
0.37,Premium,G,VS2,61.3,60.0,833
0.37,Premium,G,VS1,59.5,58.0,746
0.73,Ideal,G,SI1,62.0,54.0,2583
0.51,Very Good,D,SI1,63.0,58.0,1442
0.5,Ideal,G,VVS2,61.2,56.0,1838
0.4,Good,D,SI1,63.1,57.0,720
0.31,Ideal,G,VS2,59.6,57.0,544
0.4,Ideal,D,SI1,62.0,56.0,772
1.56,Ideal,J,VS1,61.9,55.0,9404
0.26,Very Good,G,VS2,61.7,57.0,423
0.9,Very Good,F,SI1,63.4,56.0,3898
1.01,Premium,F,SI2,61.8,54.0,3507
1.05,Premium,H,VS1,60.9,60.0,5580
0.55,Premium,G,SI1,61.3,59.0,1316
1.23,Ideal,J,VS2,61.8,56.0,4986
0.32,Premium,H,SI1,62.2,56.0,576
1.04,Ideal,G,VS1,61.5,56.0,7294
0.31,Ideal,D,VS1,61.1,56.0,713
0.3,Ideal,F,VS1,62.3,54.0,615
0.42,Ideal,E,VVS1,62.0,56.0,1400
0.32,Very Good,H,SI1,62.2,56.0,449
0.3,Ideal,G,VS1,61.8,56.0,624
0.9,Ideal,H,VS1,62.0,54.0,5013
0.31,Premium,G,VS1,59.5,59.0,625
0.29,Ideal,E,VVS2,62.0,55.0,858
0.9,Good,F,SI1,62.5,59.0,4119
0.33,Ideal,G,VS1,62.1,54.0,666
0.51,Ideal,G,VVS2,61.6,55.0,2197
1.58,Ideal,I,SI1,61.7,56.0,9335
1.51,Ideal,G,SI2,62.4,56.0,9234
0.33,Ideal,E,VVS1,60.2,57.0,1052
0.71,Very Good,F,VS2,59.6,56.0,2994
0.54,Good,G,VS2,63.6,56.0,1422
0.4,Ideal,G,VVS1,61.7,57.0,967
0.46,Ideal,H,VS1,62.3,53.0,983
0.39,Premium,G,VS1,62.6,58.0,1097
0.9,Good,H,VS1,60.6,61.0,4072
0.74,Premium,E,VS1,61.2,58.0,3312
0.41,Ideal,F,VS2,62.7,57.0,863
0.5,Premium,F,SI2,62.2,54.0,1094
1.06,Ideal,I,SI2,61.9,59.0,4103
1.02,Premium,H,SI2,59.2,59.0,3769
0.76,Premium,H,SI1,60.9,59.0,1915
0.33,Ideal,E,SI1,62.4,56.0,743
0.71,Ideal,G,VS2,62.4,54.0,2762
1.15,Very Good,G,SI1,61.3,62.0,5538
0.25,Very Good,F,IF,59.4,62.0,548
1.19,Premium,I,SI1,62.1,59.0,5664
0.43,Ideal,F,VS1,61.4,56.0,1235
0.41,Very Good,G,VS1,61.6,59.0,908
0.32,Ideal,E,SI1,62.1,54.0,532
1.0,Ideal,G,SI1,61.6,55.0,4956
1.24,Ideal,E,VS2,62.9,56.0,9111
0.3,Ideal,F,VS1,62.1,55.0,612
0.5,Very Good,H,SI1,62.9,58.0,1068
0.56,Premium,E,VS2,61.0,62.0,1882
0.32,Ideal,D,VVS2,61.7,55.0,790
0.42,Ideal,G,VS1,61.8,56.0,921
0.34,Ideal,E,VVS1,62.2,56.0,1014
0.5,Very Good,G,SI1,60.8,63.0,1171
0.3,Ideal,F,SI1,62.3,54.0,500
0.34,Premium,D,SI1,62.8,58.0,803
0.51,Ideal,F,VVS2,61.2,56.0,2093
0.44,Ideal,F,SI1,61.4,56.0,761
0.35,Ideal,D,SI2,62.4,55.0,669
1.12,Very Good,I,VS2,63.9,52.0,4914
0.41,Ideal,F,IF,61.4,56.0,1439
1.1,Ideal,I,VS1,60.8,58.0,5291
0.75,Very Good,H,SI2,62.2,58.0,2093
0.27,Very Good,G,VVS2,61.0,56.0,504
0.78,Ideal,E,SI1,61.6,56.0,3345
1.54,Premium,J,VVS1,62.4,59.0,9383
0.7,Premium,H,SI1,60.0,60.0,2331
0.55,Ideal,E,VS1,61.6,55.0,1940
0.9,Ideal,F,VS2,62.3,57.0,5160
0.76,Ideal,F,SI2,61.1,55.0,2469
0.43,Ideal,H,VVS1,62.3,54.0,1094
0.59,Very Good,J,VS2,62.1,57.0,1261
0.34,Premium,I,SI1,60.0,58.0,589
1.59,Ideal,I,SI1,60.2,57.0,9813
0.75,Ideal,I,SI1,61.5,58.0,2383
0.7,Good,H,VS2,64.1,58.0,2137
0.73,Ideal,F,SI2,62.1,56.0,2712
0.52,Ideal,D,SI1,62.5,56.0,1651
0.8,Ideal,G,VVS2,62.6,54.0,4146
0.73,Ideal,E,VS1,62.3,56.0,3370
0.9,Good,D,SI1,62.0,62.0,4187
0.31,Ideal,H,IF,62.1,54.0,816
0.4,Good,E,SI1,64.2,56.0,682
0.52,Ideal,J,SI2,61.6,55.0,924
1.02,Ideal,H,SI2,61.0,58.0,4360
1.05,Premium,G,SI2,60.1,60.0,3898
0.32,Ideal,E,VVS2,62.0,55.0,1080
0.38,Very Good,D,VVS2,63.8,57.0,1030
0.3,Good,G,VS2,63.1,56.0,526
0.38,Ideal,F,VVS1,61.1,57.0,1160
0.31,Premium,H,VS1,61.7,61.0,698
1.25,Premium,J,VS2,62.0,59.0,5264
0.52,Ideal,D,VS1,62.2,56.0,2296
0.4,Very Good,F,VVS2,63.0,57.0,963
1.06,Ideal,I,SI1,61.9,54.0,4745
0.45,Ideal,G,SI2,61.9,54.0,709
0.51,Very Good,D,VS2,63.1,58.0,1793
0.38,Very Good,E,VS1,63.0,56.0,891
0.72,Premium,J,VS2,61.4,58.0,1846
1.01,Ideal,F,SI2,62.1,55.0,4458
0.33,Ideal,F,IF,62.2,53.0,971
0.3,Very Good,E,VS2,62.6,58.0,658
0.7,Ideal,E,SI1,62.3,57.0,2459
0.54,Ideal,D,VS2,61.9,55.0,1913
1.01,Premium,F,VVS1,62.5,58.0,7741
0.42,Premium,G,VS2,61.9,58.0,1087
0.52,Premium,D,SI1,61.4,58.0,1720
1.56,Very Good,I,SI1,60.2,61.0,8470
1.0,Good,F,VS2,63.1,56.0,5420
0.3,Ideal,D,SI2,62.0,56.0,426
0.32,Ideal,D,SI2,59.5,57.0,477
0.51,Very Good,G,VS1,61.0,56.0,1588
0.92,Ideal,G,SI2,62.4,56.0,4068
1.05,Premium,F,SI1,61.8,56.0,5557
1.22,Very Good,J,SI2,62.2,60.0,4058
0.7,Good,E,VVS2,60.1,63.0,2857
0.41,Premium,G,VS2,61.9,59.0,827
0.39,Premium,H,SI1,62.0,60.0,834
1.01,Very Good,H,VVS1,61.1,58.0,6777
0.32,Ideal,G,VS2,61.6,57.0,720
1.15,Premium,H,SI2,62.4,57.0,4508
0.44,Ideal,I,VVS1,60.9,56.0,1145
0.53,Very Good,D,SI1,61.4,57.0,1631
0.2,Ideal,D,VS2,61.5,57.0,367
0.7,Very Good,F,VVS1,59.3,62.0,3270
0.57,Ideal,F,VS2,62.3,55.0,1760
0.7,Ideal,E,VS2,61.5,56.0,2940
0.32,Ideal,E,IF,62.3,54.0,1018
0.53,Very Good,G,SI2,60.0,56.0,1079
0.31,Premium,G,VS2,59.9,59.0,544
0.7,Premium,E,VS1,60.8,60.0,2822
0.9,Premium,D,SI1,59.5,57.0,3689
0.53,Premium,H,VS2,59.4,59.0,1428
0.3,Ideal,G,VVS2,61.9,57.0,650
0.52,Ideal,I,VVS1,62.0,55.0,1619
0.31,Very Good,G,VS2,63.5,58.0,698
0.92,Ideal,J,VS2,61.1,57.0,3215
0.74,Ideal,E,SI1,62.6,56.0,2489
0.71,Very Good,F,SI1,61.9,57.0,2404
1.0,Premium,F,SI1,61.8,58.0,5151
0.7,Very Good,G,VS2,63.3,57.0,2538
1.01,Ideal,E,VS2,61.4,57.0,6956
0.34,Good,F,SI1,61.9,56.0,581
1.04,Ideal,G,VVS1,62.5,55.0,8120
1.21,Very Good,I,SI2,63.2,57.0,5014
0.5,Very Good,D,VS2,59.1,59.0,1703
0.52,Premium,F,VS2,60.7,59.0,1720
0.34,Ideal,H,IF,61.9,53.0,863
1.51,Very Good,I,SI1,62.6,60.0,8637
0.57,Ideal,F,SI1,61.4,57.0,1571
0.7,Ideal,D,SI1,61.0,59.0,2804
1.19,Ideal,H,VVS2,61.6,56.0,7651
1.06,Ideal,F,I1,61.8,55.0,3544
0.4,Ideal,G,VS2,60.9,58.0,825
0.3,Ideal,E,VS1,60.8,57.0,911
1.05,Ideal,F,VVS2,62.1,54.0,9092
0.4,Premium,F,SI1,62.7,57.0,945
0.48,Ideal,I,SI1,62.5,54.0,841
0.32,Very Good,G,VS1,62.8,54.0,645
0.28,Very Good,E,VS1,61.4,60.0,452
0.98,Very Good,G,SI2,62.2,57.0,4542
1.01,Good,E,SI1,63.7,58.0,5132
1.55,Very Good,E,I1,61.6,58.0,5974
1.06,Premium,H,VS2,61.1,59.0,5152
0.39,Premium,G,SI1,61.7,57.0,854
0.35,Ideal,D,SI2,62.2,56.0,522
0.41,Ideal,F,VVS2,61.9,55.0,1192
0.35,Premium,G,SI1,60.6,58.0,669
1.0,Premium,D,SI2,59.4,60.0,4626
0.33,Ideal,G,VVS2,61.9,55.0,713
0.6,Ideal,H,VS2,61.1,56.0,1648
0.5,Very Good,D,VS2,62.8,58.0,1752
1.27,Premium,H,VS2,62.6,59.0,6755
0.44,Premium,G,SI1,60.1,60.0,772
0.39,Ideal,F,VVS2,61.2,56.0,987
0.32,Ideal,G,VS1,61.2,56.0,828
0.42,Premium,G,VVS1,60.2,59.0,1179
0.51,Ideal,E,SI1,61.5,55.0,1649
0.38,Very Good,F,VS2,62.8,57.0,800
1.2,Very Good,G,VS1,62.5,57.0,8150
0.36,Premium,F,SI1,61.1,60.0,616
0.26,Ideal,I,VS1,62.5,53.0,417
0.31,Ideal,F,VS1,60.6,56.0,872
0.52,Ideal,E,VS2,61.0,55.0,1651
0.52,Very Good,G,VVS2,61.8,59.0,1911
0.35,Premium,I,SI2,60.9,58.0,512
0.47,Very Good,J,SI1,62.4,58.0,764
0.81,Very Good,E,SI2,63.7,57.0,2735
0.23,Very Good,D,SI2,63.5,57.0,449
0.9,Premium,E,SI1,62.7,60.0,4443
0.91,Ideal,E,SI2,62.7,57.0,3756
0.9,Very Good,F,SI1,61.4,58.0,4379
0.24,Ideal,E,SI1,62.5,56.0,486
0.5,Ideal,H,VVS1,61.4,57.0,1684
1.01,Premium,G,VVS2,61.4,58.0,6843
1.0,Very Good,F,VS2,61.6,56.0,6013
0.59,Ideal,I,VVS1,62.2,55.0,1838
0.41,Premium,D,VVS2,61.9,59.0,1105
0.7,Ideal,E,VS1,61.8,56.0,2837
0.53,Ideal,G,IF,61.8,57.0,2247
0.7,Ideal,F,VVS2,61.7,55.0,4114
1.14,Premium,G,SI1,60.0,55.0,5801
1.02,Ideal,D,VS1,60.8,55.0,8818
0.5,Very Good,F,VS2,62.8,56.0,1436
0.43,Very Good,F,VS1,63.4,57.0,1008
1.01,Premium,F,VS2,59.3,62.0,6533
0.45,Ideal,G,VVS1,61.5,57.0,1358
0.92,Good,E,SI2,61.8,59.0,3744
0.77,Premium,F,VS1,62.7,58.0,3357
0.57,Very Good,I,SI1,61.1,61.0,1151
0.8,Good,F,VS1,63.3,55.0,3116
0.3,Premium,D,SI1,61.6,58.0,552
0.52,Ideal,G,VS1,62.7,57.0,1815
0.33,Very Good,F,VVS1,61.1,58.0,912
0.51,Good,F,VVS2,60.2,62.0,1942
0.7,Very Good,F,SI2,62.3,58.0,2070
1.24,Ideal,F,VS1,61.5,54.0,10138
0.51,Ideal,F,VVS2,62.6,57.0,2093
0.52,Premium,G,SI1,60.6,61.0,1249
1.5,Very Good,G,SI2,61.3,63.0,8148
0.41,Ideal,G,VVS2,61.3,56.0,1007
0.57,Ideal,H,SI2,62.3,56.0,1077
0.32,Ideal,F,VS2,61.4,55.0,781
0.36,Ideal,E,VS2,61.2,56.0,1013
0.9,Premium,H,VS1,62.9,58.0,4234
1.01,Very Good,E,SI2,60.0,60.0,4540
0.57,Very Good,G,VS2,60.7,58.0,1565
0.41,Premium,H,VS1,62.0,56.0,1061
0.56,Ideal,E,SI1,61.6,56.0,1691
0.5,Very Good,G,SI1,62.1,59.0,1237
0.71,Very Good,E,SI1,63.1,59.0,2441
0.32,Ideal,D,VVS1,61.5,57.0,1140
0.9,Ideal,I,SI1,61.6,55.0,3908
0.72,Good,F,SI1,63.4,58.0,2647
1.21,Ideal,I,SI2,60.7,56.0,4880
0.26,Ideal,H,VS1,62.1,55.0,482
0.3,Very Good,F,VVS1,62.6,56.0,814
1.23,Premium,D,SI1,62.5,58.0,7715
0.38,Ideal,F,VVS1,62.2,57.0,1257
0.55,Ideal,G,VS2,62.4,56.0,1556
1.02,Premium,F,VVS1,60.8,58.0,9980
0.54,Very Good,E,SI1,62.1,59.0,1379
1.37,Ideal,H,VS1,63.8,56.0,7979
1.02,Very Good,D,SI2,62.8,55.0,4964
0.9,Good,H,SI2,62.4,61.0,3160
0.52,Ideal,D,I1,61.1,57.0,971
0.31,Ideal,F,VS2,61.3,57.0,802
0.32,Premium,G,VS1,61.0,59.0,645
0.91,Very Good,E,SI1,63.3,56.0,4191
1.05,Good,I,VS2,63.1,58.0,4529
0.61,Ideal,D,SI2,59.9,57.0,1690
0.33,Ideal,G,VVS1,61.7,55.0,838
0.36,Premium,F,VS2,61.4,58.0,726
1.0,Premium,H,SI1,61.2,62.0,4469
0.63,Ideal,D,IF,62.5,55.0,6607
1.01,Premium,F,VS1,62.4,61.0,7127
0.51,Ideal,E,VS2,62.4,57.0,1781
1.07,Ideal,G,SI1,61.7,54.0,5532
1.01,Premium,G,VS1,62.6,59.0,6618
0.31,Ideal,E,VVS2,61.1,56.0,864
0.72,Very Good,H,SI2,62.6,53.0,1970
0.91,Very Good,J,SI2,62.4,61.0,3169
0.32,Ideal,E,VS2,62.1,55.0,702
0.56,Ideal,F,VS2,60.0,57.0,1739
0.71,Very Good,F,SI2,63.3,56.0,2036
0.32,Ideal,J,VS2,62.1,54.0,504
1.05,Ideal,H,SI1,61.3,57.0,6255
0.91,Ideal,F,VS2,62.6,55.0,5261
0.41,Good,J,IF,63.6,54.0,1061
0.59,Good,F,VS2,63.5,55.0,1573
0.38,Very Good,D,SI1,59.7,60.0,733
0.52,Ideal,I,VVS2,62.2,57.0,1316
0.4,Ideal,I,VVS2,61.6,56.0,770
0.9,Good,F,SI2,64.3,57.0,3267
0.52,Ideal,D,SI1,63.0,57.0,1605
0.56,Premium,H,VS2,62.2,60.0,1432
0.5,Ideal,D,VVS2,62.5,53.0,2475
0.52,Ideal,D,SI1,62.2,57.0,1720
0.4,Ideal,J,VS2,62.6,57.0,599
1.03,Ideal,F,VVS2,62.0,56.0,9413
0.7,Very Good,E,VS1,63.8,57.0,3177
1.74,Premium,H,SI1,61.6,59.0,8653
0.58,Very Good,G,SI1,63.5,56.0,1393
1.01,Premium,D,SI1,61.8,60.0,5543
0.56,Fair,E,SI2,64.5,61.0,1389
1.5,Premium,J,SI2,62.6,56.0,5268
0.7,Premium,H,VVS2,61.0,62.0,2644
0.41,Ideal,H,VS1,62.7,56.0,827
0.31,Good,D,SI1,63.7,54.0,732
0.3,Very Good,F,SI1,60.3,61.0,471
0.7,Ideal,E,VS1,61.0,56.0,3446
0.3,Premium,E,VS2,62.5,58.0,844
0.41,Premium,D,SI1,61.4,58.0,1015
0.35,Ideal,H,VS2,61.7,56.0,571
0.75,Premium,E,VS2,61.8,58.0,3150
0.37,Very Good,D,VS1,61.1,58.0,820
0.31,Ideal,F,VVS1,61.6,55.0,975
1.2,Premium,G,VVS2,62.4,56.0,8870
0.71,Very Good,G,SI1,62.4,57.0,2206
1.01,Good,G,VS2,64.0,59.0,6109
0.41,Very Good,H,VVS1,59.5,58.0,991
0.5,Ideal,F,VVS2,61.6,56.0,2052
1.0,Very Good,I,SI1,63.3,58.0,4200
0.52,Ideal,G,VS1,60.8,55.0,1691
0.51,Ideal,D,VS1,60.9,57.0,1845
0.46,Good,G,VVS2,60.2,60.5,1245
0.71,Ideal,E,VS2,62.7,56.0,2891
1.6,Premium,F,SI2,60.5,60.0,8530
1.51,Ideal,G,SI2,60.5,55.0,8794
0.31,Very Good,J,VS2,62.7,58.0,380
0.56,Ideal,H,VVS2,60.9,57.0,1814
0.32,Very Good,H,VVS1,62.9,57.0,730
0.9,Very Good,D,SI1,63.0,58.0,4523
0.55,Ideal,G,VS1,60.9,55.0,1786
0.31,Good,E,SI1,63.5,57.0,544
0.43,Very Good,D,VS1,61.2,58.0,1199
1.06,Ideal,H,VS2,62.5,57.0,5889
0.33,Premium,G,VS2,60.6,61.0,743
0.24,Very Good,F,VVS1,59.0,58.0,552
1.58,Premium,I,I1,60.2,61.0,4459
0.7,Very Good,F,VS2,62.3,58.0,2812
0.3,Ideal,G,IF,62.2,56.0,850
0.3,Premium,J,VS1,62.7,59.0,506
0.53,Ideal,J,VS1,61.4,55.2,1218
1.51,Premium,J,SI1,60.4,62.0,6680
0.59,Premium,F,SI1,61.7,60.0,1412
0.4,Good,F,SI1,63.6,59.0,869
1.12,Ideal,F,SI2,61.6,57.0,4720
1.13,Ideal,G,SI2,61.3,57.0,4712
0.33,Very Good,G,VVS2,61.5,62.0,702
0.52,Ideal,E,VS2,62.0,55.0,1689
1.23,Ideal,D,VS2,62.3,57.0,9836
0.71,Very Good,G,SI1,63.2,58.0,2137
0.9,Very Good,D,SI1,62.5,59.0,4579
1.08,Ideal,F,VS1,62.1,53.0,8321
0.3,Ideal,H,SI1,62.2,57.0,450
0.5,Premium,F,VS1,62.3,55.0,1838
0.35,Very Good,F,VVS1,62.3,56.0,909
0.51,Ideal,D,VS2,62.7,55.0,1787
1.18,Premium,I,VS1,62.1,58.0,5921
0.65,Ideal,D,VVS2,60.7,57.0,4275
0.9,Premium,E,VS1,60.1,56.0,5242
0.93,Very Good,G,SI2,62.7,57.0,3738
0.4,Ideal,D,VS2,60.5,57.0,1125
0.3,Ideal,H,VS1,61.3,56.0,526
0.23,Good,F,VS1,63.2,58.0,376
1.04,Very Good,E,SI1,59.6,59.0,5662
1.02,Ideal,H,VS2,61.8,55.0,6065
0.3,Very Good,D,SI1,61.0,60.0,552
0.51,Very Good,G,VS2,62.9,57.0,1438
0.7,Premium,E,SI1,61.9,60.0,2518
1.16,Ideal,G,VS2,62.5,56.0,7451
1.01,Very Good,J,SI1,61.9,58.0,4346
1.27,Premium,J,VS1,62.6,59.0,5518
0.73,Very Good,E,SI1,61.3,58.0,2871
1.04,Premium,H,SI1,60.4,59.0,4368
0.3,Ideal,E,VVS2,61.9,57.0,1013
0.37,Ideal,G,VS2,60.3,56.0,682
0.56,Ideal,D,SI1,61.4,57.0,1723
1.03,Ideal,G,SI1,60.1,59.0,5111
0.5,Very Good,D,VS1,62.3,57.0,1847
0.38,Ideal,J,SI1,61.8,54.0,525
0.58,Good,G,SI1,63.5,56.0,1295
1.22,Ideal,I,SI1,60.8,57.0,5602
0.61,Very Good,E,VS2,60.0,57.0,2036
0.44,Premium,E,VS2,60.4,59.0,1003
0.47,Ideal,G,VVS1,61.6,56.0,1421
0.3,Ideal,F,IF,60.9,57.0,873
0.41,Good,E,SI2,63.2,58.0,638
0.4,Ideal,E,VS1,61.2,55.0,940
0.32,Premium,G,VS2,61.5,60.0,720
0.9,Very Good,F,SI1,62.6,60.0,3950
1.11,Premium,H,I1,61.0,59.0,3205
1.51,Premium,H,SI1,60.7,59.0,10020
1.11,Very Good,F,VVS1,59.7,55.0,10141
1.03,Ideal,D,SI2,62.8,56.0,4764
1.01,Premium,F,VS1,59.4,60.0,7353
0.5,Very Good,E,VS2,62.8,60.0,1559
0.87,Premium,F,SI2,61.5,57.0,2661
0.8,Premium,G,IF,62.6,58.0,4268
0.85,Ideal,E,VS1,63.0,57.0,4189
1.27,Good,H,SI2,63.6,58.0,4552
0.33,Ideal,H,VVS1,61.5,56.0,730
0.9,Very Good,F,SI2,61.6,56.0,3601
0.31,Ideal,D,VS2,61.2,55.0,734
1.25,Ideal,I,VS2,60.0,57.0,4795
1.52,Very Good,I,VS2,63.3,61.0,8938
0.54,Ideal,G,IF,61.2,57.0,2289
0.9,Very Good,D,VS1,60.3,58.0,5331
1.51,Ideal,E,SI2,62.5,57.0,10210
0.79,Ideal,D,SI1,61.2,56.0,3185
0.3,Very Good,F,SI1,62.9,57.0,500
0.9,Very Good,F,SI2,62.0,61.0,3770
0.27,Very Good,E,VVS1,59.9,57.0,620
1.26,Ideal,I,SI1,62.6,57.0,6597
0.91,Premium,G,VS1,60.9,54.0,4510
1.1,Premium,D,VS2,60.0,59.0,6209
1.01,Premium,G,SI1,63.0,59.0,4338
0.31,Ideal,I,VS1,62.8,57.0,628
0.32,Premium,I,SI2,60.0,58.0,530
0.51,Very Good,E,VVS1,62.2,60.0,2579
1.0,Very Good,E,SI2,62.5,59.0,4308
0.3,Premium,G,SI1,61.6,59.0,574
0.52,Good,F,VS1,64.2,58.0,1841
0.3,Ideal,E,VVS2,62.0,55.0,743
0.9,Good,G,VVS2,62.6,63.0,4485
1.05,Ideal,F,VS2,61.6,54.0,6810
0.52,Ideal,G,VVS1,61.0,57.0,1969
0.57,Ideal,F,VS2,61.6,56.0,1684
0.24,Very Good,F,VS2,59.6,58.0,419
0.32,Ideal,H,VVS1,62.1,54.0,730
0.9,Premium,G,SI1,62.0,61.0,3669
0.84,Very Good,G,VS2,62.0,56.0,3535
0.67,Good,J,VS1,64.2,55.6,1581
1.11,Premium,I,VS2,63.0,53.0,4744
0.5,Ideal,E,VS2,61.6,55.0,1624
1.52,Premium,E,SI1,62.4,59.0,10963
0.71,Ideal,E,VVS2,61.7,56.0,4447
1.26,Premium,J,VS2,62.5,58.0,5015
0.71,Ideal,D,SI1,60.8,57.0,3502
0.33,Premium,E,VS1,61.6,58.0,781
0.33,Ideal,E,SI1,61.9,56.0,702
0.54,Ideal,G,VS1,62.2,56.0,1637
0.32,Ideal,G,VS1,60.5,56.0,645
1.0,Good,E,SI2,63.3,58.0,4496
0.32,Ideal,H,VS1,61.1,56.0,561
0.4,Premium,F,VS2,62.6,58.0,842
0.4,Ideal,F,SI1,59.8,57.0,916
1.01,Good,G,VS1,59.2,63.0,6407
0.27,Very Good,E,VVS2,62.0,59.0,620
0.36,Ideal,G,SI1,62.7,55.0,537
0.7,Ideal,G,SI2,62.9,56.0,2056
1.0,Very Good,G,VS2,61.1,55.0,7743
0.5,Premium,H,IF,61.4,61.0,1971
0.52,Ideal,H,IF,59.2,58.0,1967
0.34,Premium,I,SI1,59.2,61.0,574
1.6,Premium,H,SI2,59.4,59.0,8184
0.25,Very Good,D,VS1,60.0,63.0,388
0.4,Premium,I,VS1,62.9,59.0,945
0.31,Ideal,G,VVS1,60.2,58.0,789
0.54,Ideal,G,VVS1,61.8,55.0,2236
1.0,Good,F,VS2,63.2,59.0,6183
0.5,Very Good,G,VVS2,60.9,61.0,1838
1.02,Ideal,F,VS2,62.0,55.0,7078
1.25,Ideal,G,VS2,62.4,55.0,9030
1.03,Very Good,D,SI2,63.7,56.0,4580
0.5,Good,D,VS2,64.0,56.0,1708
0.4,Premium,F,VS1,61.9,59.0,982
0.3,Very Good,D,VS1,60.1,58.0,666
0.51,Premium,E,VS1,61.3,58.0,1831
1.06,Premium,G,SI2,61.9,60.0,4571
1.3,Ideal,I,VS1,62.1,57.0,6931
1.27,Very Good,G,VS2,60.3,59.0,8549
0.32,Ideal,D,VVS2,62.2,56.0,790
0.74,Premium,E,SI2,61.3,59.0,2527
0.4,Good,F,SI1,63.6,57.0,945
1.01,Ideal,G,VVS2,60.6,57.0,7366
1.02,Good,D,VS2,63.2,58.0,7539
0.4,Good,J,VS1,63.4,58.0,631
0.23,Very Good,F,VVS2,60.4,61.0,505
0.93,Ideal,D,SI1,61.6,57.0,4724
1.2,Ideal,H,VS1,62.0,57.0,7294
0.71,Very Good,D,VS1,63.4,55.0,2841
0.53,Very Good,I,SI1,59.7,63.0,923
0.32,Ideal,D,SI1,61.3,57.0,756
0.32,Ideal,G,VS2,61.5,57.0,561
0.51,Ideal,F,VS2,62.8,57.0,1619
0.32,Premium,F,VVS2,62.2,59.0,806
0.61,Premium,I,VS1,60.0,61.0,1614
0.31,Ideal,E,VS2,61.3,56.0,872
0.42,Very Good,G,VS2,62.6,57.0,847
0.53,Very Good,G,SI1,63.4,54.0,1161
0.72,Premium,H,VS2,60.7,59.0,2583
0.35,Ideal,F,VS1,62.4,57.0,1011
0.5,Good,G,IF,64.0,55.0,1976
0.3,Ideal,G,SI1,61.4,57.0,477
0.3,Good,D,SI1,63.8,57.0,552
0.32,Ideal,D,VS1,61.8,56.0,736
0.37,Good,D,VS1,62.1,54.0,825
0.51,Ideal,E,VS2,62.8,56.0,1733
1.01,Ideal,H,SI1,62.6,55.0,4749
0.38,Ideal,I,SI2,61.6,56.0,554
1.02,Ideal,F,VS1,62.6,54.0,8157
0.53,Premium,D,VS1,59.2,60.0,2147
1.01,Premium,G,VVS2,60.9,59.0,6968
1.52,Ideal,G,SI2,61.3,57.0,8852
0.74,Premium,F,SI2,59.2,60.0,2383
0.71,Very Good,I,VS2,62.3,58.0,2052
1.25,Very Good,G,VS2,63.5,60.0,8575
1.12,Premium,G,VVS1,60.9,57.0,8561
0.42,Premium,G,VS1,62.5,59.0,921
0.51,Premium,D,VS2,59.7,58.0,1882
0.4,Ideal,H,VVS1,62.1,57.0,913
0.97,Very Good,F,SI2,59.6,59.0,3977
0.31,Very Good,D,SI1,63.0,55.0,571
0.7,Good,I,VS1,63.1,57.0,2390
0.31,Very Good,D,VS1,62.3,56.0,736
0.52,Ideal,G,VS1,61.2,56.0,1803
1.27,Very Good,I,SI1,60.7,61.0,6559
0.34,Ideal,G,VVS2,61.9,57.0,775
0.54,Very Good,F,SI1,63.5,58.0,1944
0.31,Premium,I,SI1,59.6,58.0,418
0.53,Very Good,G,VS1,62.3,55.0,1648
1.22,Premium,H,SI2,60.7,59.0,5671
0.54,Ideal,G,VS2,61.7,55.0,1401
